Дата;Код;Комментарий;Картинка;Вес;Ед;Окраска;Материал;Цвет;Цвет металла;Форма;Отверстие;Диаметр;Длина;Ширина ;Толщина;Огранка;Вид;Производитель;Тема;Тип;Фасовка;Бренд;Вставка;Материал камня;Применение;Свойство камня;Серия;Стиль;Форма отверстия;Палитра;Размер;Номер цвета;;;;Хар2;К2;Уп2;Вес2;Хар3;К3;Уп3;Вес3;Хар4;К4;Уп4;Вес4;Ост2;Ост3;Ост4;ЦенаРозн2;ЦенаРозн3;ЦенаРозн4;ЦенаОпт2;ЦенаОпт3;ЦенаОпт4;Резерв2;Резерв3;Резерв4;ДопОписание
31.03.2020;УТ0027456;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Голубой, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027456);002745600.jpg;;50 г;;Акрил;Голубой;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Сине-голубая;8~9мм;0C Sky Blue;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027457;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Зеленый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027457);002745700.jpg;;50 г;;Акрил;Зеленый;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Салатово-зеленая;8~9мм;0D LimeGreen;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027458;Бусины Акрил Граненые Прозрачные, Бусина в Бусине, Круглые, Цвет: Микс, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027458);002745800.jpg;;50 г;;Акрил;Микс;;Круглая;2~2,9мм;8мм;;;;Граненые;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Микс Цветов;8~9мм;0E Mixed;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027459;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Бесцветный, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027459);002745900.jpg;;50 г;;Акрил;Бесцветный;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Белая;8~9мм;02 Clear;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027460;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Желтый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027460);002746000.jpg;;50 г;;Акрил;Желтый;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Оранжево-желтая;8~9мм;05 GoldenRod;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;6;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027461;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Сиреневый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027461);002746100.jpg;;50 г;;Акрил;Сиреневый;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Сиренево-фиолетовая;8~9мм;06 Indigo;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027462;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Оранжевый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027462);002746200.jpg;700;50 г;;Акрил;Оранжевый;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Оранжево-желтая;8~9мм;07 OrangeRed;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;14;18;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027463;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Синий, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027463);002746300.jpg;;50 г;;Акрил;Синий;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Сине-голубая;8~9мм;08 Medium Blue;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027464;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Красный, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027464);002746400.jpg;;50 г;;Акрил;Красный;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Красно-розовая;8~9мм;09 FireBrick;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027465;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Коричневый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027465);002746500.jpg;;50 г;;Акрил;Коричневый;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Коричнево-бежевая;8~9мм;0B Coconut Brown;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;32,088;;;19,287;;;;;;
31.03.2020;УТ0027466;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Розовый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027466);002746600.jpg;;50 г;;Акрил;Розовый;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Красно-розовая;8~9мм;0С DeepPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;4;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027467;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Серый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027467);002746700.jpg;;50 г;;Акрил;Серый;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Черно-серая;8~9мм;0D Grey;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027468;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Зеленый, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027468);002746800.jpg;;50 г;;Акрил;Зеленый;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Салатово-зеленая;8~9мм;0E LimeGreen;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027469;Бусины Акрил Прозрачные, Бусина в Бусине, Круглые, Цвет: Микс, Диаметр: 8мм, Отверстие 2мм, около 200шт/50г, (УТ0027469);002746900.jpg;;50 г;;Акрил;Микс;;Круглая;2~2,9мм;8мм;;;;;;;;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Микс Цветов;8~9мм;0F Mixed Color;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;32,088;6,50001;;19,287;3,48213;;;;;
31.03.2020;УТ0027470;Бусины Акриловые Сердце, Прозрачные, Бусина в Бусине, Цвет: Микс, Размер: 20x19x11мм, Отверстие 3мм, около 20шт/50г, (УТ0027470);002747000.jpg;;50 г;;Акрил;Микс;;Сердце;3~3,9мм;;20мм;19мм;11мм;;;;Романтика;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Микс Цветов;15~19мм;0F Mixed Color;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;30,537;6,50001;;18,213;3,21429;;;;;
31.03.2020;УТ0027471;Бусины Акриловые Сердце, Прозрачные, Бусина в Бусине, Цвет: Микс, Размер: 10x9x6мм, Отверстие 2мм, около 165шт/50г, (УТ0027471);002747100.jpg;;50 г;;Акрил;Микс;;Сердце;2~2,9мм;;10мм;9мм;6мм;;;;Романтика;Прозрачные;;;;;Бусины;;Бусина в Бусине;Бусина в Бусине;;Микс Цветов;8~9мм;0F Mixed Color;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;30,537;6,50001;;18,213;3,21429;;;;;
31.03.2020;УТ0027473;Бусины Акрил Круглые Плоские, Цвет: Голубой, Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г, (УТ0027473);002747300.jpg;;50 г;;Акрил;Голубой;;Круглая Плоская;1~1,9мм;14мм;;;5мм;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Сине-голубая;10~14мм;02 DarkTurquoise;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;31,01784;;;15,804;;;;;;Размер: Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г
31.03.2020;УТ0027474;Бусины Акрил Круглые Плоские, Цвет: Синий, Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г, (УТ0027474);002747400.jpg;;50 г;;Акрил;Синий;;Круглая Плоская;1~1,9мм;14мм;;;5мм;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Сине-голубая;10~14мм;03 DarkBlue;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;31,01784;;;15,804;;;;;;Размер: Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г
31.03.2020;УТ0027475;Бусины Акрил Круглые Плоские, Цвет: Сиреневый, Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г, (УТ0027475);002747500.jpg;;50 г;;Акрил;Сиреневый;;Круглая Плоская;1~1,9мм;14мм;;;5мм;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Сиренево-фиолетовая;10~14мм;04 MediumPurple;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;31,01784;;;15,804;;;;;;Размер: Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г
31.03.2020;УТ0027476;Бусины Акрил Круглые Плоские, Цвет: Красный темный, Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г, (УТ0027476);002747600.jpg;;50 г;;Акрил;Красный темный;;Круглая Плоская;1~1,9мм;14мм;;;5мм;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Красно-розовая;10~14мм;05 FireBrick;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;;;;;;;;31,01784;;;15,804;;;;;;Размер: Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г
31.03.2020;УТ0027477;Бусины Акрил Круглые Плоские, Цвет: Салатовый, Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г, (УТ0027477);002747700.jpg;;50 г;;Акрил;Салатовый;;Круглая Плоская;1~1,9мм;14мм;;;5мм;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Салатово-зеленая;10~14мм;07 PaleGreen;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;31,01784;;;15,804;;;;;;Размер: Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г
31.03.2020;УТ0027478;Бусины Акрил Круглые Плоские, Цвет: Малиновый, Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г, (УТ0027478);002747800.jpg;;50 г;;Акрил;Малиновый;;Круглая Плоская;1~1,9мм;14мм;;;5мм;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Красно-розовая;10~14мм;08 Camellia;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;31,01784;;;15,804;;;;;;Размер: Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г
31.03.2020;УТ0027479;Бусины Акрил Круглые Плоские, Цвет: Красный, Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г, (УТ0027479);002747900.jpg;;50 г;;Акрил;Красный;;Круглая Плоская;1~1,9мм;14мм;;;5мм;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Красно-розовая;10~14мм;09 Red;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;31,01784;;;15,804;;;;;;Размер: Диаметр: 14мм, Толщина: 5мм, Отверстие 1мм, около 65шт/50г
